CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
708799983,Attrited Customer,40,M,Post-Graduate,Married,$60K - $80K,Blue,18386,0.361,1698,43,0.483
778882758,Existing Customer,55,F,Unknown,Married,Unknown,Blue,3602,0.839,1935,47,1.474
709157133,Existing Customer,39,M,Unknown,Divorced,$80K - $120K,Blue,3766,0.666,1514,51,0.645
741344808,Existing Customer,39,F,Graduate,Married,Less than $40K,Blue,5634,1.399,2905,63,0.969
739692933,Existing Customer,46,F,Unknown,Single,$40K - $60K,Blue,3126,1.235,1638,41,0.519
766429908,Existing Customer,49,M,High School,Unknown,$60K - $80K,Blue,3017,1.081,1640,37,0.762
802087683,Existing Customer,32,M,Post-Graduate,Married,$60K - $80K,Blue,5478,1.304,2456,55,0.571
712491108,Existing Customer,35,M,Post-Graduate,Married,$80K - $120K,Blue,13046,1.214,2601,52,0.733
714767508,Existing Customer,39,M,Graduate,Married,$40K - $60K,Blue,8687,1.8,2279,33,1.357
720376008,Existing Customer,53,F,Graduate,Married,Less than $40K,Blue,6174,0.669,2043,52,0.793
779126658,Existing Customer,26,F,Graduate,Single,$40K - $60K,Blue,5655,0.842,2312,61,0.649
793222008,Existing Customer,32,M,High School,Married,$60K - $80K,Blue,5397,0.904,2056,49,0.633
720812433,Existing Customer,54,M,College,Married,$120K +,Blue,28465,0.696,1693,37,1.056
717623583,Existing Customer,36,F,High School,Married,Less than $40K,Blue,3444,1.563,2668,51,0.545
708878508,Existing Customer,45,F,High School,Married,Less than $40K,Blue,2104,0.677,1732,35,1.059
710043408,Existing Customer,49,M,Graduate,Married,$80K - $120K,Blue,15610,0.657,1916,58,0.526
789079758,Existing Customer,44,M,Doctorate,Unknown,$120K +,Blue,34516,1.169,1531,48,0.655
721311333,Existing Customer,32,M,High School,Married,Unknown,Blue,16912,1.274,2413,41,0.708
710749458,Existing Customer,64,F,Doctorate,Married,Less than $40K,Blue,5462,0.67,1523,35,0.667
778275783,Existing Customer,37,F,Unknown,Unknown,Less than $40K,Blue,2868,0.777,2909,64,0.488
799498158,Existing Customer,31,M,Post-Graduate,Married,$60K - $80K,Blue,2685,0.727,1642,36,0.636
716334258,Existing Customer,49,F,Uneducated,Divorced,$40K - $60K,Blue,5238,1.027,1834,43,1.263
716075208,Existing Customer,32,F,High School,Married,Less than $40K,Blue,4561,0.768,1874,38,0.52
780276258,Existing Customer,53,M,High School,Married,$120K +,Blue,13091,0.322,1452,37,0.276
789282333,Existing Customer,62,F,Graduate,Married,Unknown,Blue,10826,0.602,1355,34,0.619
811571733,Existing Customer,26,F,Unknown,Single,Unknown,Blue,2600,0.606,2625,45,0.364
709429533,Existing Customer,49,F,Graduate,Divorced,Unknown,Blue,2561,1.021,2047,41,0.864
715247508,Existing Customer,30,F,Graduate,Married,Less than $40K,Blue,7087,0.709,1712,37,0.609
718784358,Existing Customer,34,M,Uneducated,Single,$120K +,Blue,34516,0.975,1969,46,1.3
751450008,Existing Customer,41,M,Post-Graduate,Single,$40K - $60K,Blue,10266,0.593,1720,42,0.556
719227233,Existing Customer,27,F,Unknown,Single,Less than $40K,Blue,1553,0.666,1954,43,0.344
711050058,Existing Customer,33,F,Uneducated,Married,$40K - $60K,Blue,6732,0.856,1644,45,0.731
779040408,Existing Customer,56,M,High School,Married,$120K +,Blue,12181,0.834,1478,33,0.5
714024858,Existing Customer,36,M,High School,Married,$80K - $120K,Blue,7056,0.815,1739,35,0.842
789849108,Existing Customer,35,M,Graduate,Single,$60K - $80K,Blue,14365,0.61,2290,62,0.632
710391258,Existing Customer,27,M,Graduate,Married,$40K - $60K,Blue,11473,0.707,2147,41,0.519
718830183,Existing Customer,46,M,High School,Single,$60K - $80K,Blue,23996,0.488,1339,29,0.381
779696883,Existing Customer,48,M,Graduate,Divorced,$60K - $80K,Blue,2998,0.807,1825,31,0.348
719249733,Existing Customer,54,M,Unknown,Single,$80K - $120K,Blue,30011,0.944,1676,41,0.783
737971833,Existing Customer,38,M,Graduate,Married,$60K - $80K,Blue,2405,1.156,2503,40,0.667
772468983,Existing Customer,36,M,Post-Graduate,Married,$80K - $120K,Blue,21927,0.864,1946,37,0.542
710990283,Existing Customer,56,M,High School,Married,$80K - $120K,Blue,3906,0.73,1839,33,0.833
808750458,Existing Customer,32,M,Doctorate,Single,$60K - $80K,Blue,10029,0.727,2192,58,0.657
719692983,Existing Customer,36,M,Doctorate,Married,$60K - $80K,Blue,4934,1.52,2747,42,0.448
719125158,Existing Customer,35,F,High School,Single,Less than $40K,Silver,13882,0.771,2685,71,0.511
787509408,Existing Customer,26,M,College,Single,Unknown,Blue,2347,0.863,2595,56,0.333
719206308,Existing Customer,32,M,High School,Married,$60K - $80K,Blue,4116,0.73,1657,38,0.52
717141858,Existing Customer,56,F,High School,Single,$40K - $60K,Blue,13904,0.673,3151,67,0.595
713172408,Existing Customer,54,M,Unknown,Married,$80K - $120K,Blue,32558,0.506,1440,37,0.423
720314583,Existing Customer,54,M,Unknown,Married,$80K - $120K,Blue,12902,0.492,1273,33,0.375
708347583,Existing Customer,37,F,Uneducated,Married,Less than $40K,Blue,2509,0.692,1804,38,0.583
711006783,Existing Customer,38,F,Graduate,Single,Less than $40K,Blue,2484,0.669,1200,28,0.647
718274283,Existing Customer,35,M,College,Single,$60K - $80K,Blue,2780,0.565,2469,67,0.811
803977008,Existing Customer,39,M,Unknown,Married,$60K - $80K,Blue,5219,1.011,1715,35,1.188
715216908,Existing Customer,48,M,Doctorate,Single,$80K - $120K,Blue,18102,0.513,1486,32,0.143
779611008,Existing Customer,29,M,Graduate,Married,$40K - $60K,Blue,4532,0.734,1885,55,0.528
811467708,Existing Customer,33,M,Graduate,Married,$80K - $120K,Blue,22399,1.019,2390,62,0.722
812597508,Existing Customer,39,F,High School,Married,$40K - $60K,Blue,4489,0.779,2153,58,0.568
718651083,Existing Customer,35,F,Graduate,Single,Unknown,Blue,10329,0.708,2461,68,0.838
708577308,Existing Customer,43,F,Unknown,Divorced,Less than $40K,Blue,2637,0.728,1569,39,1.053
813990483,Existing Customer,27,F,High School,Married,Less than $40K,Blue,1864,0.904,1662,32,0.391
816319008,Existing Customer,52,F,Graduate,Single,Unknown,Blue,13276,1.075,1901,33,0.833
789627258,Existing Customer,31,M,Graduate,Single,$40K - $60K,Blue,1935,0.623,2498,60,1
713346558,Existing Customer,45,M,Graduate,Divorced,$60K - $80K,Blue,6784,1.047,1900,28,0.556
708744933,Existing Customer,35,M,High School,Married,$60K - $80K,Blue,19127,0.788,1859,33,0.571
708828258,Existing Customer,55,M,College,Married,$120K +,Blue,32641,0.488,1327,30,0.304
713511108,Existing Customer,61,M,Uneducated,Married,$40K - $60K,Blue,1438.3,0.436,1397,43,0.483
710208633,Existing Customer,37,F,Graduate,Married,Less than $40K,Blue,2417,0.886,1773,42,0.556
824165658,Existing Customer,38,M,Unknown,Married,$80K - $120K,Blue,19259,0.92,1388,27,0.929
826513233,Existing Customer,54,F,Unknown,Married,Less than $40K,Blue,3796,0.569,2069,54,0.742
788789658,Existing Customer,40,M,Unknown,Unknown,$80K - $120K,Blue,4042,0.582,1471,37,0.542
717837858,Existing Customer,47,M,College,Married,$120K +,Blue,17603,1.065,2902,64,0.641
709382958,Existing Customer,55,F,Graduate,Married,$40K - $60K,Blue,2894,0.574,1017,25,0.562
716253858,Existing Customer,37,M,Post-Graduate,Married,$80K - $120K,Blue,16730,0.675,1740,43,0.536
713725683,Existing Customer,36,F,College,Single,Less than $40K,Blue,3282,0.625,2614,79,0.646
710364258,Existing Customer,53,F,Uneducated,Married,Unknown,Blue,15815,1.266,2135,48,0.846
816033783,Existing Customer,26,M,High School,Single,$60K - $80K,Blue,1672,0.576,2099,34,0.417
715065483,Existing Customer,45,F,Graduate,Divorced,Less than $40K,Blue,8121,0.743,1914,45,0.5
718751133,Existing Customer,36,F,Unknown,Married,Less than $40K,Blue,3182,0.868,1670,30,0.765
713983308,Existing Customer,60,M,Post-Graduate,Married,$60K - $80K,Blue,3182,0.509,1233,35,0.4
718418958,Attrited Customer,30,M,Post-Graduate,Divorced,Less than $40K,Blue,5061,0.911,1309,38,0.462
779367858,Existing Customer,39,M,High School,Married,$60K - $80K,Blue,6224,1.103,3014,58,0.706
711285633,Existing Customer,33,F,Unknown,Single,Unknown,Blue,2735,1.465,3306,71,0.972
714974658,Existing Customer,48,F,College,Married,Less than $40K,Blue,2464,0.6,1219,35,1.333
716374308,Existing Customer,39,M,Graduate,Married,$60K - $80K,Blue,3477,0.907,1897,50,1.083
713416233,Existing Customer,38,M,Graduate,Married,$80K - $120K,Blue,3242,0.612,1841,46,0.533
797643708,Existing Customer,47,M,High School,Married,$120K +,Blue,27858,0.676,1772,53,0.559
808292958,Existing Customer,26,M,Graduate,Single,Less than $40K,Blue,1438.3,1.062,2546,40,0.333
719831958,Existing Customer,49,M,College,Single,$120K +,Blue,34516,0.646,1793,44,0.833
708860358,Existing Customer,38,M,High School,Married,$80K - $120K,Blue,6361,0.844,1499,31,0.938
717385983,Existing Customer,30,M,Graduate,Married,Less than $40K,Blue,2490,0.859,1645,30,0.667
719049033,Existing Customer,53,M,High School,Married,$120K +,Blue,14057,0.676,2073,60,0.333
717581658,Existing Customer,49,M,Unknown,Single,$60K - $80K,Blue,2461,1.676,1729,35,0.75
714347508,Existing Customer,35,M,Uneducated,Single,$60K - $80K,Blue,7766,0.806,2423,74,0.609
803833608,Existing Customer,40,M,Uneducated,Single,$40K - $60K,Silver,21308,0.448,1322,38,0.652
712576908,Existing Customer,30,M,High School,Married,$60K - $80K,Blue,4516,0.889,1819,24,0.846
778511733,Existing Customer,42,F,College,Single,$40K - $60K,Blue,5424,0.513,1634,44,0.76
721464783,Existing Customer,62,F,Graduate,Married,Less than $40K,Blue,1764,0.937,2094,47,0.958
821179233,Attrited Customer,50,F,Post-Graduate,Single,$40K - $60K,Blue,1493,0.466,1554,43,0.344
713126733,Existing Customer,56,M,College,Married,$120K +,Blue,17539,0.743,1220,30,0.765
719688408,Existing Customer,45,M,Graduate,Married,$80K - $120K,Silver,34516,0.534,3530,68,0.659
779811183,Existing Customer,35,F,Uneducated,Married,Less than $40K,Blue,2149,0.903,1581,30,1
771086208,Existing Customer,57,F,Graduate,Married,Less than $40K,Blue,6256,0.647,1629,43,0.344
715217733,Existing Customer,33,F,High School,Single,Unknown,Blue,11922,0.667,2154,61,0.525
813752433,Attrited Customer,43,F,Graduate,Single,Less than $40K,Blue,4075,1.214,2449,27,0.038
711876333,Existing Customer,53,M,Graduate,Married,$80K - $120K,Blue,7290,0.583,1312,29,0.526
715256658,Existing Customer,50,M,College,Single,$60K - $80K,Blue,5965,0.673,3382,58,1.071
711329658,Existing Customer,30,M,High School,Married,$120K +,Blue,9007,0.698,1925,42,0.448
710227908,Existing Customer,37,F,Graduate,Single,Less than $40K,Blue,6077,0.834,2837,74,0.609
716362008,Existing Customer,37,M,Doctorate,Married,$40K - $60K,Blue,1808,0.796,1744,35,0.944
714939708,Existing Customer,45,M,Graduate,Single,$80K - $120K,Blue,12810,1.363,3174,74,1.114
708083283,Attrited Customer,58,M,Unknown,Single,$40K - $60K,Blue,3421,0.992,992,21,0.4
719431608,Existing Customer,63,F,College,Married,$40K - $60K,Blue,3118,0.604,1291,24,0.6
769411758,Existing Customer,43,M,Graduate,Single,$60K - $80K,Blue,20013,0.655,1518,39,0.625
714248733,Existing Customer,26,F,Unknown,Single,Unknown,Blue,4395,0.662,2272,46,0.438
804481608,Existing Customer,37,F,Unknown,Single,Less than $40K,Blue,9661,0.926,2825,60,0.818
714631833,Existing Customer,53,M,Graduate,Married,$60K - $80K,Blue,1973,0.805,1587,38,0.52
769751958,Existing Customer,55,M,Unknown,Married,$120K +,Blue,9926,0.618,2235,57,0.357
717999183,Existing Customer,36,M,High School,Married,$60K - $80K,Blue,4108,1.202,2275,58,0.871
713075283,Existing Customer,51,M,High School,Single,$120K +,Blue,20741,0.8,1818,51,1.04
711561108,Existing Customer,36,M,Graduate,Single,$80K - $120K,Blue,16335,0.673,2733,71,0.919
709854483,Existing Customer,35,F,High School,Married,Unknown,Blue,4588,1.525,2442,62,0.632
713630733,Existing Customer,34,F,Graduate,Single,Less than $40K,Blue,5712,0.969,2617,54,0.8
717599283,Existing Customer,57,M,Doctorate,Married,$60K - $80K,Blue,5335,0.69,1844,49,0.75
806407308,Attrited Customer,54,F,College,Single,Unknown,Blue,13184,1.166,2047,33,0.179
712730583,Existing Customer,29,M,Uneducated,Married,$60K - $80K,Blue,8592,0.778,1842,50,0.852
712142733,Existing Customer,37,F,Post-Graduate,Married,Less than $40K,Blue,1910,0.744,2028,39,1.053
720153258,Existing Customer,53,F,College,Single,Less than $40K,Blue,6210,0.621,3095,62,0.59
814086333,Existing Customer,36,M,College,Married,$40K - $60K,Blue,2220,0.768,1685,44,0.375
715524708,Existing Customer,49,M,Unknown,Single,$40K - $60K,Silver,20756,0.816,1502,31,0.824
713307708,Existing Customer,64,F,Unknown,Married,$40K - $60K,Blue,2895,0.322,1541,37,0.609
714069858,Existing Customer,53,M,Graduate,Married,$60K - $80K,Blue,3539,0.569,1677,45,0.5
712789383,Existing Customer,52,M,Graduate,Married,$120K +,Blue,9274,0.776,2048,59,0.639
787983633,Existing Customer,35,F,Uneducated,Married,Less than $40K,Blue,3187,1.214,2072,33,0.833
758583708,Attrited Customer,37,F,Graduate,Single,Less than $40K,Blue,2802,1.029,1406,28,0.077
717130383,Existing Customer,50,M,Uneducated,Married,$60K - $80K,Blue,2334,0.561,1386,30,0.5
720770883,Existing Customer,65,F,Graduate,Single,Less than $40K,Blue,1438.3,0.76,2249,61,0.564
716797758,Existing Customer,53,F,Unknown,Married,Less than $40K,Blue,3519,0.548,1670,33,0.65
713835258,Existing Customer,53,M,Unknown,Married,$120K +,Blue,3088,0.633,1561,40,0.538
720677733,Existing Customer,40,M,Graduate,Married,$80K - $120K,Silver,34516,1.345,2579,68,0.7
718587858,Existing Customer,39,M,High School,Married,$60K - $80K,Blue,11906,0.465,1642,39,0.625
710263608,Existing Customer,53,F,High School,Married,Unknown,Blue,11098,0.896,2156,46,0.586
715055433,Existing Customer,36,M,Uneducated,Married,$60K - $80K,Blue,2224,0.81,2004,44,0.419
715498308,Existing Customer,35,F,Graduate,Married,$40K - $60K,Blue,3454,1.078,1575,41,0.519
708099183,Existing Customer,37,F,High School,Single,Less than $40K,Blue,5723,0.851,2732,63,0.853
716452908,Existing Customer,36,F,Unknown,Single,Less than $40K,Blue,9239,0.823,2246,44,0.833
789959283,Existing Customer,39,M,College,Single,$80K - $120K,Blue,4061,0.686,1602,40,0.667
713536158,Existing Customer,65,M,College,Married,Less than $40K,Blue,4189,0.715,1597,31,0.722
716750358,Existing Customer,45,F,Unknown,Married,Less than $40K,Blue,6373,0.573,3483,82,0.64
815299833,Existing Customer,38,F,Graduate,Married,Less than $40K,Blue,2228,1.625,2334,61,0.848
721003008,Attrited Customer,36,F,Graduate,Married,Less than $40K,Blue,3261,0.378,856,18,0.059
779883933,Existing Customer,40,F,Graduate,Married,Less than $40K,Blue,8014,0.873,1596,34,0.789
716612958,Existing Customer,35,F,College,Married,$40K - $60K,Blue,10980,0.856,1830,36,0.636
715859058,Existing Customer,54,M,Post-Graduate,Married,$120K +,Blue,3092,0.676,1369,37,0.542
772031733,Existing Customer,40,M,Graduate,Single,$80K - $120K,Blue,14315,1.32,2603,56,0.806
720668358,Existing Customer,59,M,Uneducated,Single,$40K - $60K,Blue,1648,0.776,1776,36,0.565
778708533,Attrited Customer,26,F,High School,Single,$40K - $60K,Blue,1730,0.331,869,27,0.286
719649408,Existing Customer,46,M,High School,Married,$60K - $80K,Blue,13768,0.712,1390,44,0.76
715457658,Existing Customer,29,F,Graduate,Married,Unknown,Blue,1709,0.558,1757,48,0.548
711934308,Existing Customer,38,M,Graduate,Single,$40K - $60K,Blue,1705,0.604,3342,62,0.824
781326483,Existing Customer,31,M,Graduate,Divorced,$60K - $80K,Blue,8673,0.876,2457,58,0.933
712557708,Existing Customer,35,M,High School,Married,$60K - $80K,Blue,6391,0.831,2274,61,1.033
789187908,Existing Customer,56,M,Uneducated,Married,$80K - $120K,Blue,11102,0.625,1448,36,1
773297508,Existing Customer,34,M,College,Married,$80K - $120K,Blue,24765,1.013,1544,36,0.714
716529258,Existing Customer,42,M,Doctorate,Married,$80K - $120K,Blue,31864,1.009,1591,35,0.75
708242283,Existing Customer,29,M,College,Single,$60K - $80K,Blue,5346,0.928,3253,80,0.818
789247458,Existing Customer,32,M,Graduate,Single,$40K - $60K,Blue,2801,1.027,2467,54,0.8
717100833,Existing Customer,37,F,High School,Married,Less than $40K,Blue,3148,0.498,1401,31,0.722
716870583,Existing Customer,36,F,Unknown,Married,Less than $40K,Blue,2786,1.314,2853,55,0.667
719999508,Existing Customer,37,M,Unknown,Married,$60K - $80K,Blue,11894,1.561,2438,45,0.607
721236408,Existing Customer,38,M,Graduate,Married,$80K - $120K,Blue,7535,0.813,1655,41,0.577
720122808,Attrited Customer,52,M,High School,Married,$60K - $80K,Silver,33180,0.681,797,14,0.273
716882658,Existing Customer,62,F,Graduate,Married,Less than $40K,Blue,2986,0.883,2141,55,0.667
713734758,Existing Customer,35,F,Graduate,Married,Unknown,Blue,6729,0.579,2080,50,0.351
709085358,Existing Customer,36,M,Graduate,Single,$60K - $80K,Blue,2601,0.663,2542,67,0.675
715785933,Existing Customer,54,M,College,Married,$80K - $120K,Blue,3380,0.636,1636,58,0.706
717159858,Existing Customer,27,M,High School,Single,$60K - $80K,Blue,2730,0.623,2319,61,0.743
713259858,Attrited Customer,26,M,High School,Single,$40K - $60K,Blue,3324,0.537,982,22,0.692
787516908,Existing Customer,56,F,Graduate,Married,Less than $40K,Blue,2665,0.554,1880,58,0.758
711145008,Existing Customer,60,F,Graduate,Married,$40K - $60K,Blue,5015,0.442,1325,29,0.381
715013733,Existing Customer,54,M,Graduate,Married,$60K - $80K,Blue,6905,0.712,1370,25,0.786
717098208,Existing Customer,48,M,Unknown,Married,$80K - $120K,Blue,5848,0.726,1961,51,0.545
737982408,Existing Customer,33,M,College,Single,$80K - $120K,Blue,19136,0.728,2501,55,0.528
713216883,Existing Customer,64,F,Unknown,Married,Less than $40K,Blue,3500,1.182,2003,41,0.952
709361058,Existing Customer,35,M,Graduate,Married,$60K - $80K,Blue,7453,0.712,1691,47,0.516
710312658,Existing Customer,54,F,Unknown,Married,Less than $40K,Blue,6266,0.744,1456,27,1.077
773383158,Existing Customer,29,F,College,Single,Less than $40K,Blue,4945,1.033,2743,69,0.769
716053083,Attrited Customer,33,M,Graduate,Married,$120K +,Blue,27992,0.433,837,18,1
717667833,Existing Customer,34,M,Graduate,Married,$40K - $60K,Blue,3735,1.034,1877,33,1.2
716998608,Existing Customer,48,M,Graduate,Unknown,$60K - $80K,Blue,6703,0.625,1843,44,0.63
772086408,Existing Customer,38,M,High School,Single,$80K - $120K,Blue,6162,0.484,1527,35,0.207
708597558,Existing Customer,42,M,High School,Single,$60K - $80K,Blue,3337,0.524,3951,68,0.619
718011783,Existing Customer,55,M,Graduate,Married,$40K - $60K,Blue,2205,0.65,1591,38,0.727
714360033,Existing Customer,62,M,High School,Married,$40K - $60K,Blue,4450,0.465,1326,44,0.419
811005858,Existing Customer,33,F,Unknown,Married,Less than $40K,Blue,1438.3,0.916,2914,70,0.591
794485158,Existing Customer,38,M,Unknown,Married,$80K - $120K,Blue,2172,1.158,2447,46,1.3
708513183,Existing Customer,39,M,Uneducated,Married,$40K - $60K,Blue,4323,1.102,3078,58,0.611
719353158,Existing Customer,56,M,College,Married,$80K - $120K,Blue,4145,0.579,1238,36,0.5
711436083,Existing Customer,36,M,Graduate,Married,Less than $40K,Blue,2032,1.005,2454,46,0.586
780374133,Existing Customer,29,M,College,Single,$80K - $120K,Blue,7010,1.007,2413,48,1.087
739117233,Existing Customer,57,M,High School,Married,$120K +,Blue,3205,0.673,2126,58,0.657
708486033,Existing Customer,55,F,Post-Graduate,Married,Unknown,Blue,16547,0.555,1782,48,0.333
795237183,Existing Customer,51,F,Graduate,Married,$40K - $60K,Blue,5930,1.19,2041,32,0.684
788788758,Existing Customer,57,F,College,Single,Unknown,Blue,7469,0.923,2050,46,0.917
709635858,Existing Customer,56,F,Graduate,Married,Less than $40K,Blue,2235,0.556,1229,27,0.35
789701658,Existing Customer,26,M,College,Single,$40K - $60K,Blue,2047,0.623,2180,33,0.941
713484483,Existing Customer,36,F,Uneducated,Single,Unknown,Silver,34516,0.572,2298,55,0.719
711954558,Existing Customer,53,F,Graduate,Married,$40K - $60K,Blue,2636,0.654,1333,34,0.545
712655583,Existing Customer,41,M,Graduate,Married,$40K - $60K,Blue,6425,0.958,2036,44,0.692
779686683,Existing Customer,26,F,Post-Graduate,Single,Less than $40K,Blue,2902,0.621,2088,34,0.478
711226758,Existing Customer,51,F,College,Divorced,Less than $40K,Blue,4002,0.702,2024,53,1.12
713241033,Existing Customer,34,M,Graduate,Married,$60K - $80K,Blue,5175,1.705,2405,49,0.885
788754108,Existing Customer,65,F,Unknown,Single,$40K - $60K,Blue,4599,0.622,2608,78,0.592
717013383,Existing Customer,52,M,High School,Married,$80K - $120K,Blue,31258,0.917,2866,53,0.893
712634133,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,2683,0.784,1406,37,0.423
709537683,Attrited Customer,37,M,College,Married,$80K - $120K,Blue,11638,0.262,563,15,0.364
778627983,Existing Customer,40,F,Graduate,Married,Unknown,Blue,1829,0.325,1610,49,0.4
720241758,Existing Customer,55,M,Doctorate,Married,$80K - $120K,Blue,8276,0.359,1409,25,0.25
720814233,Existing Customer,45,M,High School,Unknown,$80K - $120K,Blue,23539,0.484,1485,38,0.462
785080308,Existing Customer,37,F,High School,Married,Less than $40K,Blue,2352,1.467,2344,48,0.92
713358633,Existing Customer,30,M,Graduate,Single,$60K - $80K,Blue,11371,1.483,2768,68,0.889
720392433,Existing Customer,55,F,Unknown,Married,Less than $40K,Blue,2857,0.871,1869,47,0.567
720282558,Existing Customer,36,M,Graduate,Single,$80K - $120K,Silver,34516,0.878,2873,73,0.659
821370858,Existing Customer,39,M,Graduate,Married,$40K - $60K,Blue,6690,0.791,1734,39,0.625
799249833,Existing Customer,34,M,Graduate,Single,Less than $40K,Blue,4439,0.863,2858,71,0.69
713016633,Existing Customer,47,M,High School,Single,$60K - $80K,Blue,5344,0.537,1984,36,1
814471983,Existing Customer,42,M,High School,Divorced,$80K - $120K,Blue,27310,0.919,1537,41,1.05
779612808,Existing Customer,61,M,Graduate,Married,$40K - $60K,Blue,2531,0.955,1263,35,0.591
716692683,Existing Customer,31,M,College,Single,$40K - $60K,Blue,9096,0.768,2318,54,0.688
790145733,Attrited Customer,40,M,College,Single,$80K - $120K,Silver,34516,0.927,1112,26,0.368
716038533,Existing Customer,42,F,Graduate,Unknown,Less than $40K,Blue,7169,0.834,1438,35,0.591
714421233,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,5399,0.765,1292,34,0.889
709783908,Existing Customer,52,F,Unknown,Married,Less than $40K,Blue,2280,0.603,1924,50,0.667
812788233,Existing Customer,31,F,Graduate,Married,Less than $40K,Blue,6315,0.542,2205,43,0.265
772452783,Existing Customer,43,M,Unknown,Married,$40K - $60K,Blue,4402,0.719,1774,46,1
714002658,Existing Customer,49,M,Unknown,Married,$120K +,Blue,27732,0.452,1413,31,0.722
713464983,Existing Customer,45,F,Graduate,Unknown,$40K - $60K,Blue,4947,1.195,3479,76,0.81
713910108,Existing Customer,38,M,Graduate,Married,$80K - $120K,Blue,3946,0.921,1646,43,0.536
808169358,Existing Customer,57,M,Uneducated,Single,$40K - $60K,Blue,12291,0.685,1683,50,0.471
714013083,Existing Customer,63,F,Graduate,Married,$40K - $60K,Blue,3067,0.791,1420,32,0.455
715381533,Existing Customer,42,F,Post-Graduate,Single,Less than $40K,Blue,1438.3,1.769,2451,55,1.292
717678408,Existing Customer,61,F,Doctorate,Married,$40K - $60K,Blue,8633,0.681,2066,51,0.457
719143308,Existing Customer,37,M,Unknown,Single,$40K - $60K,Blue,2394,1.059,2805,85,0.667
711509658,Attrited Customer,61,M,Graduate,Married,$120K +,Blue,11374,1.015,1088,26,1.167
757481283,Existing Customer,35,M,College,Married,$60K - $80K,Blue,6921,0.895,1931,35,0.75
808681158,Existing Customer,57,M,Graduate,Married,$80K - $120K,Blue,2564,0.358,1343,35,0.296
718867683,Existing Customer,64,M,Unknown,Married,Less than $40K,Blue,2720,0.634,1613,43,0.344
714618333,Existing Customer,39,F,Doctorate,Married,Unknown,Blue,9843,0.733,1402,35,0.667
794562783,Existing Customer,28,F,Unknown,Single,Unknown,Blue,21691,0.767,2534,51,0.962
708208758,Existing Customer,53,M,Graduate,Single,$80K - $120K,Blue,1826,0.953,2199,48,1
794504658,Existing Customer,39,M,Unknown,Married,$60K - $80K,Blue,5746,0.649,1562,44,0.913
714772758,Existing Customer,35,F,Graduate,Married,Less than $40K,Blue,2926,0.834,1851,48,0.455
713830233,Existing Customer,47,F,High School,Married,$40K - $60K,Blue,7061,0.744,1831,60,0.5
713577483,Existing Customer,47,M,Unknown,Married,$80K - $120K,Blue,5589,0.632,1570,31,0.722
814513008,Existing Customer,38,M,Graduate,Married,$80K - $120K,Blue,9620,0.667,1735,43,0.387
712765158,Existing Customer,26,F,High School,Single,Less than $40K,Blue,2539,0.635,2386,47,0.382
714411108,Existing Customer,37,F,Graduate,Single,Unknown,Blue,3642,0.676,2790,68,0.581
720231108,Existing Customer,57,M,Graduate,Single,Less than $40K,Blue,3451,0.744,3031,57,0.676
709035708,Existing Customer,38,F,Unknown,Married,Less than $40K,Blue,1841,0.759,1819,35,0.522
720662508,Existing Customer,39,M,Graduate,Married,$120K +,Blue,5764,1.356,1972,38,0.52
708623283,Existing Customer,35,M,Uneducated,Single,$60K - $80K,Blue,18278,0.798,2084,61,1.103
813247083,Existing Customer,38,M,Graduate,Married,$80K - $120K,Blue,16059,0.824,1357,26,1
780078333,Existing Customer,56,M,Unknown,Married,$60K - $80K,Blue,5887,0.65,1193,26,0.3
811915383,Existing Customer,36,M,Uneducated,Married,$40K - $60K,Blue,3152,1.328,2530,50,0.724
719818983,Attrited Customer,39,M,College,Divorced,$80K - $120K,Blue,12464,0.864,1195,35,0.522
716349183,Existing Customer,58,F,Uneducated,Married,Unknown,Blue,4784,0.905,2160,54,0.929
710067183,Existing Customer,28,M,High School,Single,Less than $40K,Blue,1950,0.803,2074,81,0.8
771234558,Existing Customer,65,F,Graduate,Single,Less than $40K,Blue,7478,0.847,2213,62,0.771
820288233,Existing Customer,26,F,Uneducated,Single,Less than $40K,Blue,1438.3,0.764,2731,39,0.5
717511533,Existing Customer,28,M,Graduate,Single,Less than $40K,Blue,1707,0.669,2950,87,0.977
711642108,Existing Customer,30,F,Uneducated,Married,Unknown,Blue,4016,1.246,2572,35,0.591
712495233,Existing Customer,31,F,Uneducated,Married,Less than $40K,Blue,2370,0.889,2411,53,0.656
718484283,Existing Customer,57,M,Post-Graduate,Married,$60K - $80K,Blue,3478,0.685,1409,49,0.75
717413658,Existing Customer,43,M,High School,Married,$40K - $60K,Blue,1539,0.86,1987,47,0.808
804668658,Attrited Customer,26,F,Uneducated,Single,Less than $40K,Blue,1438.3,0.506,947,20,0.053
715934283,Existing Customer,39,F,High School,Single,$40K - $60K,Blue,3142,0.986,3046,56,1.154
717499083,Existing Customer,35,M,Unknown,Single,$60K - $80K,Blue,17236,0.958,3013,78,0.696
